,ID,comments
338,포웰레온,보컬 실력으로 따지면 닥 성시경이 맞지만 저 질문은 실력이 아니니까
339,모닝썬,음악인으로써의 능력은 장범준이 앞서고보컬로만 따지면 성시경이 압승이지
340,R.루카쿠,골키퍼vs수비수 누가 더 축구 잘하냐 묻는거처럼 비교되는 기준부터가 다른 가수를 비교하는거 같음개인적으로 장범준은 김동률 권정열 양다일 같은 선상에서 goat같고 성시경은 김나박이 바로 아래급인 느낌
341,냉정한사나이,실적이 장범준이 더 높은건 확실한데 ㅋㅋㅋ 나는 둘이합쳐서 한곡만 꼽으라면  거리에서 1초만에 뽑는다
342,살기좋앙,성시경노래는 듣고 지린적있는데 장범준노래는 그런적은 없었음 물론 좋은노래가 엄청많기도하고 여수밤바다로 대단한 현상도 만들었지만 나한테 성시경이 위인듯
343,라면국물,와 댓글봐 ㅋㅋ 나도 노래부르는 건 성시경이지만 가수로서의 성과는 장범준에 한표
344,@chelsea,가창력 성시경 승나머지 장범준 승
345,야채샐러드,난 성시경이라 생각했는데 장범준이 압승이구먼?
346,로제국밥,호나나나나나 장범준 4개성시경 0개... 가끔씩 듣기는 하는데 플리에는 없음
347,하위버뤼,장범준은 롤하다 안되서 실버판테온 써서 불러도 차트인 시키는데ㅋㅋㅋ발라더랑 싱어송라이터랑 붙이는건 오히려 성시경한테 너무하다고 생각함.성시경이 발라더로 goat건 아니건 간에 음악 업계에서 애초에 발라더보다 싱어송라이터가 더 상위리거라고 생각함.
348,function,"실력은 성시경, 작곡은 장범준 아닌가?"
349,생쥐나리콘,성시경이 뭔 국민가수라도 되는줄아는 친구들이 많네. 그냥 훈남 감미로운 발라더였어
350,옵시디언에너지,성시경은 기교나 감정표현이 탑급이긴 하지
351,만골드차이를역전,30대 중후반 틀딱인데 성시경 노래나.장범준 노래나 둘다 내 취향은 아니라 잘.안듣는데 지니 리스트 자동 재생 틀어놓고 성시경꺼 나오면 듣고 장범준꺼는  나오면 한곡 빼고는  걍 넘김특히 벚꽃연금이랑 여수밤낚시는 바로 넘김잠이 오질 않네요는 좋음
352,지금이행복한거임,장범준 음역대 ㅈ박았는데 당연히 성시경이지
353,CPFM,딱 현재에서 누가더윗급이냐 그러면난 성시경
354,고구마치즈케잌,멍청이바로너 거리에서 때 초딩이라 잘 모르긴 하는데 그 때 대박이지 않았음?? 마트가면 매일 그 노래 들렸던 거 같은데
355,hehehe0,난 둘 중 누구 콘서트 갈래? 하면 성시경 콘서트 갈듯
356,될놈,노래는 성시경 음원은 장범준
357,안녕클레오파,장범준 세대는 성시경이라고 하고 성시경 세대는 장범준이라고 하네
358,띨랑,제일 간단히 정리하자면 고점으로 보면 장범준이고 상위티어에서 롱런하는건 성시경인듯 개인적인 생각임
359,홀킹,나 알람도 장범준 해놓을정도로 매일 듣는데누구승 떠나사 성시경 ㅈㄴ 내려치는 댓글들 좀 어이없긴하다 ㅋㅋㅋㅋ
360,맨시티볼보이,객관적인건 모르겠고 누가 더 나은 가수인것도 모르겠지만 나는 그냥 느낌에 성시경이 더 가수 같은 느낌을 받음 ㅋㅋ 둘다 가수긴하지만
361,샤이릴리,성시경이냐 장범준이냐 나뉠순 있어도 무슨 성시경이 장범준에 비해 저 아래급 가수인양 말하는 애들이 있다는게 신기하네 ㅋㅋ
362,멈게는싯가,장범준이지 억울한시경이형은 앨범내서 증명할것.제발 부업좀 ㅠ
363,로악귀주거주거,난 당연히 성시경인줄알았는데 의외로 장범준픽이 더 많구나
364,로쏘,저 33살인데 성시경임 과거미화라니 실제로 데뷔때부터 무명시절이란게 없이 바로 1위 쩔었는데.... 가수로써 인기 하나만으로 발연기가지고 sbs메인드라마 주진모 신민아랑 같이 주연으로 나온 사람인데 저어릴때 장나라 성시경 ㅈㄴ 잘나갔는데
365,건슬링어,사람들이 되고 싶은 보컬은 성시경
366,연봉1억,성시경이랑 장범준은 알까 이렇게 토론하고 싸우고있다는걸
367,XTC-4,뭔 장범준이여; 장범준도 버스커버스커로 낸 음악들빼고는 개인음반은 거의 묻혔는데;성시경 8집 한번 묻혔나고 난리를 치네 애초에 정규8집 낸 가수랑 사이즈가 비교가되냐;
368,장도리,한시대를 풍미했던 발라드 가수이자 세계최고의 댄스가수 성시경을 장범준과 비교하다니
369,LV1고양이,댓글 읽어보니 납득 가는 내용도 많지만 난 개인적으로 처음부터 계속 성시경이라고 생각함.....그렇다고 장범준이 못하다는 게 아님 장범준도 빅히트 친 가수맞음 둘 다 고유의 음색이 있어서 누가 낫다 비교 하는 것 자체가 어불성설인 점도 있다고 봄 방금 든 생각인데 성시경은 아직 아날로그 감성이 남아있던 00년대에 활발히 활동했던 가수이고 장범준은 본격적인 스마트폰과 동시에 디지털시대로 급속히 바뀌어가던 10년대 초반부터 활동을 했던 가수잖아? 난 아날로그적인 느낌을 더 좋아하는 편이라 성시경에 손을 들어주고 싶음
370,Djxnxkdk,장범준이지 대중음악에 끼친 영향력하면 장범준을 이길가수 몇 없을텐데.. 성시경은 엔터테이너 느낌이고
371,적야,비교질은 둘째치고 성시경이 노래만 부를 줄 안다는건 너무 성시경 내려치기 아닌가본인앨범 직접 프로듀싱하기 시작했다고 한게 거리에서 앨범 때 부터인데 ㅋㅋ
372,Cupinn,성시경은 발라드 계보를 잇는 사람들 중 한명인데 장범준은 그 자체로 한 시대의 아이콘 중 한명임
373,Chorock2,근데 베댓에 00년생이후들이 성시경 고평가하는거는 성시경 활동 활발할때 성적을 직접 보지 못함 + 유튜브에서 성시경 노래 알고리즘 개많이 뜸 + 노래방 순위권 등등 여러가지 요인 합쳐진 것 같음 성시경 노래들 중에 당시 발매되었을 때는 별로 인기 없다가 지금 다시 많이 듣는 것들 많음킬링보이스 조회수나 아는형님 나와서 노래부른거 클립들만 봐도 성시경은 자기노래 안불러도 조회수 엄청난데 장범준은 예전 슈스케 시절이나 벛꽃엔딩 아니면 요즘에는 그닥 조회수가 높지는 않은거 보면 가수로서의 가창력(음색)은 성시경이 더 낫고 곡 작곡능력은 음반 성적 생각하면 장범준이 위인듯
374,재인재명재석,애초에 장범준은 발라더가 아니구만 성시경이랑 붙혀놔서 뭐함 ㅋㅋ음원실적으로만 평가하면 장범준 승이지
375,애쉬크로프트,둘다 내 최애 가수고 살면서 콘서트 가본적 없는데 딱 성시경 장범준만 가보고싶다 했는데 둘이 비교되고있으니 신기하네 ㅋㅋ
376,로맨스의왕,성시경 뿀은 사람들은 이유가  그냥 주관적인 것들밖에 없네. 객관적으로보면 비교하기 초라하니까
377,맥심화이트골드,가창력은 성시경이고 다른부분은 장범준이고
378,CMPunk,"대구은행 성시경 장범준 둘 다 안듣는데성시경 미소천사, 두사람 이라는 제목 생전 처음 들어봤음"
379,스테판커리30,성시경도 나름 킬링보이스 3700만찍는 인기가수인데ㅋㅋ이번앨범은 완전 망했지만 또 언제나처럼 OST하나 잘 뽑을텐데ㅋㅋㅋ
380,두뇌테스트,나도 가수 전체적인 평가로는 장범준이라고 봄.성시경은 예능 나오기 전이나 초엔 안 듣거나 싫어하는 사람도 꽤 많이 보였는데장범준은 1등도 많이 찍고 그냥 트랜드 였으니
381,감스트,XTC-4 히트곡으로 치면 성시경이 무조건 불리함. 벚꽃엔딩 여수밤바다 노래방에서 흔꽃샴 등등 vs 거리에서 넌 감동이었어 내게오는 길 희재 너의모든순간 등등 어떻게 이길려고..?
382,Diallo,XTC-4 그 당시에는 성시경자체가 대중적으로 인기가 많지도 않았고 노래도 따라부르기 힘들어서 당시에 매니아층말고는 노래인기도 오래가지도않고 금방 묻혔음
383,씹하남자,난 성시경
384,모로코멸치공익,보컬 능력은 성시경이 압살인데 그시절에 성시경이 한번도 압도적이었던적은 없어서 장범준 택할듯히트친 노래 세곡만 뽑아도 벚꽃엔딩 여수밤바다 흔들리는 꽃들속에서 네 샴푸향이 느껴진거야 바로 바로 메가 히트곡 떠오르는데성시경은 거리에서 빼곤 2곡 정하기도 애매한듯 내취향으로 골라야 내게오는길 너의모든순간 두사람 세곡중에 택할듯
385,비행,나이 먹으니까 성시경이더라
386,호호하하히헤,그냥 성시경을 윗등급 취급하면서 옛날가수를 자기는 알고있다는 노래지식 자랑할라고 성시경 뽑는거임 장범준은 현재진행형이라 어느급인지 누구나 잘알기때문에 자기 지식 자랑할려는애들이 성시경뽑음
387,스코어,버스커버스커 1집하나로 걍이기지 10년대 원탑으로 꼽혀도 손색없는데 성시경 현역때 파급력은 귀여운수준임
388,불낙지,딱 보고는 성시경이라고 생각했는데 좀더 생각해보니까 성시경이 노래는 진짜 잘하는데 딱히 뭐가 없네..좀 냉정히 말하면 비교불가수준
389,파티피플공명,포텐 두개 댓글수봐 ㅋㅋㅋㅋㅋ저쪽 포텐글서는 성시경 우위인데  여기서는 아닌데 장범준이 이래서 이기는데 하니까 또 여론 뒤집히고그냥 웃기네 ㅋㅋㅋ
390,BBRREE,콘서트 티켓파워는 성시경이 압살함
391,펩시중독자,가수로서 성시경아티스트로선 장범준이라고 생각함
392,건전한에펨닉네임,장범준은 노래를 잘한다는 느낌은 없는데 작곡 실력이 사기같음. 거기다 갈수록 더 좋아지는 느낌 ㅋㅋ 성시경이 보컬 실력으로는 압살인데 장범준은 나중에 좀 과장해서 김광석처럼 되어있을지도 모르겠음
393,헤이즐넛신,"장, 성 불타는 이유는 가수로 서로 비슷한급이라 그런거멜론 주간 1위 횟수  장범준 3주, 성시경2주콘서트 성시경 체조경기장(8~9천정도)에서 했었음, 장범준 핸드볼경기장(4-5천석정도)멜론 감상자수 400만명 이상 노래 성시경 7곡, 장범준4곡 장범준이 10년대 앨범마다 대히트를 쳤고 히트곡이 성시경보다 많다? 틀림성시경이 노래 더 잘부른다? 가창력은 지극히 주관적인 영역이라 듣는 대중들이 잘 들으면 그게 곧 가창력이라고 할수 있음 가창력 비교는 의미없다고 봄가창력비교 빼도 성시경과 장범준은 비슷한급"
394,티모소령(진),내 경험상활동시기가 다르니 시대로 비교하는건 좀 그렇고대신 장범준은 여자들보다 남자들이 좋아함그럼에도 장 > 성인 이유는장범준은 노래를 ㅈㄴ 잘뽑음히트곡도 ㅈㄴ많은데 + 본인 작가작곡도 ㅈㄴ많음성보다 노래 잘하는사람도 많고 단순 가창만 놓고보면이제 AI가 찜쪄먹음. 그림쟁이들 다 나락간거 보면 앎안그래도 죽은사람 예토전생 시켜서 노래부르게 하는데AI가 대체하기 힘든게 창작부분이라..성시경이 옛날가수라 잘 모른다고?이미 죽고 더 옛날가수인 김광석 노래는 엄청 잘 앎리메이크가 많이되서도 그렇지만 노래자체도 ㅈㄴ좋음
395,차은우.,"음원이 다가 아닌데 음원타령만 하지? 결국 가수는 공연 으로 돈을 벌고, 공연에서 성시경이 압살임."
396,컴셋,엠팍에서 물어보니까 당연히 반반이지 ㅋㅋㅋ성시경 코어팬들은 다 여자인데 ㅋㅋ
397,다듕바리,참 어디에 기준을 두느냐 그리고 취향에 따라 갈릴 요소가 많을듯 ㅇㅇ 개인적으로 가수로서는 성시경을 더 우위로 치고 싶지만 평생 한 가수의 노래만 들어야한다? 라면 장범준일 듯..
398,앵웅,성시경 굴욕급아닌가 01년 데뷔인데..
399,소러울,성시경이 남초 커뮤에서 반반만 가져가도 승리임 성시경은 여자팬들이 압도적일껄 ㅋㅋ 토이노래로 나왔지만 세사람만 봐도 ㅇㅇ
400,에로스,애초에 히트곡으로 따지면 장범준 씹압승보컬은 성시경 개씨발압승이지.가치를 어디에 두느냐에 따라 사람마다 평가가 다를듯
401,하와이리조트,난 성시경이 좋음딩고라이브에 안부른 노래로 한번더 나오면 좋겠음
402,지현유치원,장범준에 한표 성시경이 제일 고점 높았을때가 01~02인데 장범준 최고점이랑은 비교가 안됨
403,신동빈,성시경
404,미케블더,성시경 슈스케나오면 준우승할수있나 ㅋㅋ
405,뱃살만늘어나,난 둘이 비교되는 게 웃긴데성시경은 박효신 김동률 이런 애들이랑 비교해야지....
406,muatau91,펨코 특) 빅뱅 성시경 버즈 등등 자기들 세대 가수만 존나 올려치기함ㅋㅋㅋㅋ 현실은 히트곡 차트 앨범판매 등 객관적인 지표 장범준이 압도하쥬?ㅋㅋㅋ게다가 직접 작사작곡?? 이거 못막습니다 ㄷㄷㄷㄷ
407,기술보증기금,muatau91 성시경 우리세대라기엔 좀 윗대임ㅋㅋㅋㅋㅋ 슈스케 한참 보던 세대거나 그 아래라 오히려 장범준이가까움ㅋㅋㅋ
408,쿠키앤크림파이,"솔직하게 당연히 성시경이지 ㅋㅋ호날두 vs 홀란드 , 에픽하이 vs 비오 급임;"
409,쾡쾡쾡,성시경은 경화수월 쓰는 악당 아닌가
410,백수아다다,성시경 라이브에서 이윽고~~내가~만 들어도 쌀텐데
411,아이브,성시경 승
412,FM코리아,성시경
413,코키쿠쿠카,둘이 데뷔가 10년 정도 차이가 나는데 성시경은 이제 히트곡 안 나온다로 비교하기엔 좀  노래는 압도적으로 성시경이 잘 하고 히트곡으로 대결해도 성시경이 많이 밀리는거 아니지 않나
414,X-JAPAN,우리나라에 성시경보다 노래 잘하는사람 10명도 안될듯
415,얼린사이다,성시경이 노래는 진짜 잘하는데 뭐 역사시간처럼 대한민국 대중가요 시대별 대표하는 가수를 줄세운다치면 절대 못들어갈듯장범준은 무조건 들어가고
416,사노히나코,노래실력 음색  성시경 압승 장범준 기타 + 흐어어~~ 원툴
417,주식선생님,미소천사 이기면 장범준못이기면 성시경장범준도 댄스곡 하나내서 증명하자
418,kukutata,그냥 장범준이 인기는 더 많은거같긴한데 노래는 10번도 안들은거 같음;;근데 성시경 노래는 꽤나 많이 들음 가을~겨울에는 매년 즐겨들으니
419,시싯골,"2000년대 교복을 입었다면 성식이형이지 ㅋㅋㅋ신승훈과 이승환노래로 큰누님들 꼬셨다면 성식이로또래들 다 후림가능 ㅎㅎ 범준이가 돈을 더 많이벌고잘벌고 있다지만 후벼파기좋은건 성식이노래 ㅎㅎ국화꽃향기 , 선인장으로 3.5톤 윙바디만큼 채웠다"
420,코나테,장범준이 시대를 대표할 곡이 너무 많지둘중에 누구의 목소리를 갖고싶냐 하면 성시경이긴함
421,liljilli,이젠 성시경내려치기하고있네ㅅㅂㅋㅋㅋ
422,젖닌페미결혼함,효림이가 성시경 좋아하는데
423,백승수,내가 여자면 성시경근데 남자라서 장범준
424,자이게클릭이야,보컬이랑 싱어송라이터를 왜비교해 ㅋㅋㅋ 성시경 장점은 음색이고 장범준은 작곡인데
425,엔젤푸드,자이게클릭이야 성시경도 작곡 하는데 당장 본인 최고 히트곡이 자작곡임
426,고타마싯다르타,"성시경 vs 장범준 누가 먼저 언급한지는 모르겠지만, 성공했네 ㅋㅋㅋ"
427,하루하루,성시경 국밥 존나 맛있게먹음
428,찬란한불빛,성시경이 술 더 쎔 깝ㄴㄴ
429,하쿠토만나나,장범준은 임팩트는 더 말할것도 없고성시경은 예능과 음색으로 꾸준히 네임밸류 쌓은 느낌
430,안죽는다니까,히트곡은 성시경도 안꿀릴텐데?
431,잉포좀따서갚을게,확실한건 성시경이 장범준보다 술 더 잘 먹음
432,루이사오토메,장범준노래들을때마다 장송곡느낌나서 별로던데 ㅋㅋ 난 성시경
433,루디나,내가 표현하고 싶은 느낌의 끝 : 성시경내가 표현할 수 있는 노래의 끝 : 장범준
434,FPGA,장범준이 성시경에 비해서 노래를 못해서 그런 것도 있는듯..장범준은 노래스타일도 다 비슷해서 좀 질림.둘 콘서트 한다면 성시경 콘서트 갈듯..
435,문유현,기량을 떠나서 장범준이 킬링보이스 나오면 성시경의 킬링보이스 조회수 3800만 명은 못찍을거같음 ㅋㅋㅋㅋㅋ
436,이말방,난 전반적으로 성시경노래가 더좋음
437,양도윤,성시경 노래는 계속 들어도 장범준 노래는 안들음. 다 비슷해서. 그리고 장범준이 전성기로 체감이 높은건 예전보다 오디션이니 유튭 등 매체의 발달 영향도 ㅈㄴ 크다고 봄. 시절보정도 감안해야지.
438,모던강,아니 성시경 히트곡이 한두개가 아닌데;오히려 성시경을 내려치기 한거 같은데..
439,fishbone,https://theqoo.net/square/2257562413이거 위에 링크 달려서 봤는데성시경 최다 감상곡이 '크리스마스니까' 이거거든?이거 무슨 노래냐;; 첨 들어보는데
440,llowuqn,히트곡 고점이랑 개수도 있는데성시경은 대부분 윤종신 김형석한테 받아서 불렀고장범준은 본인이 거진 다 작사작곡했다는 데에서 차이가 매우 큼
441,세으르게이,"C3PO 성시경도 데뷔하자마자 신인상에 본상만 2개인가 3개인데 약팀에이스에 2,3선발이면 너무 후려치는거 아니냐 ㅋㅋ"
442,4613378,뒷세대라고 장범준을 너무 후려치네 ㅋㅋ둘이 동시대였으면 성시경 갖다대면 ㅈㄴ 쳐맞았을텐데
443,라이트한축구팬,4613378 장르적 차이가 좀 있긴해 축구로 따지면 장범준은 알베스 람 마르셀루같은 풀백 탑인데 성시경은 발라드쪽에선 이과인정도인데 레비 수지 벤제마 즐라탄같은 더한 괴물들이 있는거지ㅋ
444,radfkjas,성시경하고 장범준하고 가창력 차이가 너무 넘사고 장범준이 벚꽃연금이 있는데데뷔년도만 10년차이인데 정작 멜론에서도 성시경이 안 꿀리는데?애초에 같은시대도 아니고 영역도 다른데 끌고와서 줄세우기는 좀 너무한거 아닌가?  중학교시절 잭스키스 hot멤버 숫자도 모를만큼티비도 안보고 알못인데 나이가 많아 그런가성시경 미소천사 희재 넌 감동이었어 거리에서 차마 외 몇곡은 아는데 장범준은 벚꽃연금 밖에 모름 그냥 이건 세대차이도 있어서 애매한거같음
445,월월콧콧,성시경 저평가?ㅋㅋ 전 글 베댓 긁어와드려?
446,해냈구나구루자,성시경 이윽고 들으면 와시발 소리나오지만장범준 벚꽃엔딩 흔꽃샴 들어도 와시발소리까진 안나옴
447,최시은,노알못성시경 몇몇 노래 완전 듣기 좋음장범준 많은 노래 듣기 좋음
448,벨리사리우스,성시경이 그래도 스펙트럼이 넓지 않나? 댄스곡도 하고
