ID,comment
무협초보,courteou 뭔소리야 다 따져봐도 못이긴다고 니가 주장해봐 그럼 넌 뭘 기준으로 성시경이 우위인데?
courteou,"무협초보 가수 비교에 뭔 기준이 왜 필요함 ?? 가창력, 음색 포함 내 취향이 걍 압도적으로 성시경이 위임 ㅋㅋㅋㅋㅋ 본인 취향이 장범준 위다 라고 하면 인정인데 뭔 히트곡, 음원성적이 장범준이 더 좋으니까 장범준이 더 좋은 가수다 이 지랄병 떠니까 이해가 안되는거지"
무협초보,courteou 그래 니 취향이 성시경이 위야 첨부터 그렇게 말하지 그랬어 시간날렸네
곰팡이,courteou 가창력도르 꺼내오게 한 건 임재범 언급한 님 아닌가요
팬덕택,곰팡이 지금 자기논리에 자기가 잡아먹힌줄도모를거임
내장지방,courteou 정작 임재범은 뭐 그리 잘났는데라고 물어보고 싶음 솔직히락한다 어쩐다 정통성을 지키겠다 어쩐다 하다가 발라드 한다 어쩐다 하다가 망해서 사라졌다가 나가수로 다시 떴다가 또 사라지고딱 가슴 펼 만한 앨범 하나 갖고는 있나? 노래는 몇 개 있는 거 아는데 다 발라드지 뭐 노래 잘하는 거로 할 거면 그냥 김범수랑 싸우던가
Diptyque,무협초보 ㄹㅇ 당장 장범준은 20년도에 싱글로 낸 '잠이 오질 않네요'만 해도 1년도 채 안 되어서 가온차트 기준 1억 스트리밍 달성했는데
무협초보,무협초보 와 개졸렬하게 욕박고 블라튀를 해버리네새히트곡없이 가수활동만 계속하는게 롱런이면 조성모가 성시경보다 롱런하고있다고함? ㅋㅋㅋㅋ 커리어 얘기할떄 롱런이라는건 전성기의 길이를 얘기하는거지 끝까지 박박 우겨대다가 블라튀 개추하다진짜
579632,"무협초보 2014년 08월 19일 '장범준 1집'이 발표되었고, 장범준은 본인이 처음 프로듀싱한 앨범을 대중에게 선보이게 된다. 그러나 버스커 버스커 앨범과는 다른 실험적이고 마이너한 감성이었던 1집은 대중들에게 큰 어필을 하지 못했다.03월 25일 '장범준 2집'이 발매되었고, 1집보다 나은 성적을 거두게 된다.2016년 12월 07일, 정규 앨범만 내던 장범준은 처음 싱글 음원을 발매하게 된다. 2017년 05월 15일 군 입대를 앞두고 마지막으로 낸 음원이었지만 장범준 스스로 '가장 안 유명한 노래'라고 말할 정도로 상업적으로 가장 부진하였다.이런 애들은 장범준 앨범도 꽤 망한 게 많은데 모르나보네ㅋㅋㅋ가수는 무엇보다 노래가 좋아야뜨는거고 장범준도 다음 앨범 내봐야 아는거임"
Owenm,무협초보 장범준도 성시경처럼 오래되었을때도 앨범에 1등 못할텐데
어그로에많관부,나한테 장범준은 따라부르기 좋은 노래 많이 내주는 가수. 슈스케로 대박낸 원히터가수 정도로 생각했는데 평가가 많이 높았네
LeslieC,어그로에많관부 원히터라기엔 성시경보다 오히려 히트곡은 더많을걸
어그로에많관부,LeslieC 원히터라는 표현이 곡이 아니라 엘범이야기 하는거였음 ㅋㅋㅋ 근데 두번 대박냈으니 투앨범히터라고 하는게 맞겠넹
맨오브더매치,어그로에많관부 뜬거 졸라 많음그리고 경제적 자유를 이뤄서 존나게개 졷대로 활동하는데 그 정도
화이트보드,어그로에많관부 버스커3집에  개인앨범3집에 단발성 음원 많이냈는데 무슨;;;
개소,어그로에많관부 닉값
허밋,LeslieC 히트곡은 성시경이 더 많지 않음? 버스커는 크게 터진게 꽤 있는거고
엘마,허밋 히트곡도 장범준이 딱히 안밀림
그남자그여자,LeslieC 히트곡이 성시경보다 많다고?
개소,그남자그여자 압살이지
섹보스지스털섹,아티스트로 비교하면 작사작곡을 거의 안하는 성시경보다 장범준이 위라고 생각함. 작사작곡을 안하는데 어케 더 위라고 처줄 수 있는지 모르겠음.
원할머니암바걸기,섹보스지스털섹 공감 ㅋㅋ 걍 장범준은 진짜 천재같은데
미하일발락,섹보스지스털섹 너의 모든 순간처럼 성시경이 작곡한 노래도 꽤 있음장범준이 위인 거랑 별개로 성시경이 작사 작곡 안 한다는 건 오해임
엘마,미하일발락 성시경 대표곡 대부분이 자기 작사작곡이 아니잖음자기가 작곡한 곡들은 대표곡에서 거의 언급도 안되는데장범준은 자기 대표곡들 다 자기가 만든거고 여기서 아티스트로서 비교가 안된다 생각함
레테로비쥬얼,섹보스지스털섹 꼭 싱어송라이터여야만 할 이유는 없지않나....
엘마,"레테로비쥬얼 가수의 능력에는 작곡,작사도 생각보다 평가 크게 차지함"
섹보스지스털섹,레테로비쥬얼 그만큼 작사작곡이 노래를 부르는것보다 더 힘든 작업이기 때문에 누가 더 대단하냐를 따질때는 중요하다고 봄. 물론 장범준이 히트곡이 적고 성시경 히트곡이 엄청 많다면 성시경 손을 들어주겠지만 장범준이 쓴 히트곡이 성시경 히트곡 수 보다 적다고 생각하진 않음. 그렇다면 작사작곡을 하는 사람 손을 들어줘야겠지
레테로비쥬얼,섹보스지스털섹 작사작곡이 노래하는거보다 힘든작업이라는건 동의못하겠어.영역이 다른거지 뭐가 더 쉽고어렵진않을듯
섹보스지스털섹,"레테로비쥬얼 작사작곡은 창작이고 노래하는건 전달의 영역인데, 무에서 유를 창조하는게 존재하는걸 전달하는거보다 어렵긴 하겠지"
일간베티스,"섹보스지스털섹 김형석 밑에서 나오고 나서부터 거리에서 들어있던 5집부터 성시경이 쭉 프로듀싱함. 3집부터 자작곡 넣기 시작했고, 6집부터 비중이 상당히 늘었음.7집에서 8집 넘어갈 때까지 10년정도 공백이 있었는데 그때 ost들은 작사,작곡 대부분 본인이 함.곡만 받아서 부른다는게 외려 편견임."
리들리스콧,"가수끼리 비교하는게 진짜 의미없는건데 참히피시대를 대표하는 음유시인,세계 음악사에 길이남는 가수,가사로 노벨 문학상 수상한 밥딜런 vs 김광석밥딜런에 비교하면 김광석은 비교되는것 만으로도 영광임근데 한국인들한테 둘이 비교가 될까?상대쪽 상처내기 밖에 안됨 이런건"
클라우드22,"리들리스콧 개인 취향에서 의미가 없는거지가수는 성과로 비교하는건데 왜 의미가 없어?  ㅋㅋ가요대상, 음반판매량, 음원 성적이라는 훌륭한 객관적 지표가 있는데 당대 최고 임펙트 가수들은 저 성적에서 압도적인데다가,사람들 인식 속에서도 강렬히 박혔으니 고트 취급받는건데"
리들리스콧,클라우드22 운동선수 스탯 비교도 아니고가수를 성과로 비교해서 우위 정하는게 무슨 의미야 ㅋㅋㅋ말그대로 취향차이지저 글이 '누가 더 앨범 많이 팔았냐' '누가 성적 좋았냐'같은 객관적 지표가지고 얘기하는것도 아닌데 ㅋ
클라우드22,"리들리스콧 취향은 니 개인한테 물을 때 의미없는거고.  고트 라고 불리는 사람들은 당연히 객관적인 지표로 비교 한다니깐?메시가 월드컵 우승컵 없어서 고트 논쟁 여전히 있는거고, 객관적인 지표 + 사람들의 인식이 합쳐져서 생기는거지.그냥 느낌적인 느낌으로 고트 정하는줄 아냐?"
리들리스콧,클라우드22 그러니까 가수가 운동선수냐고 ㅋㅋㅋㅋ그 지표가 기준이면 아이돌 가수들이 다 짱먹지 ㅋㅋㅋ
클라우드22,"리들리스콧 '평가' 라는 단어 자체를 모르는 친구네.평가는 객관적인 수치랑 사람들의 인식과 감정이 합쳐져서 나오는 결과물임.  당연히 수치적인 것도 중요하고, 니 말대로 수치만이 모든건 아님.  아이돌이 유리한 수치도 있고, 싱송라가 유리한 수치도 있고 근데 객관적인 수치는 그럼에도 중요함.원래 평가라는게 그렇다고."
리들리스콧,클라우드22 비평이야 당연히 하는건데저런류의 단순 비교에 무슨 객관적인 지표가 들어가냐 ㅋㅋ그게 안되니까 댓글 대부분이 주관적 견해만 있지
클라우드22,"리들리스콧 아니 김종국 Vs 성시경 비교만 해도 20대 애들이 ""성시경 아님?""  그러면 김종국의 3사 통합 가요대상 성적 하나만 꺼내와서 김종국이 단기 임펙트 갑이라고 하면 거기서 댓글싸움 게임 종료되는게 객관적 지표의 힘인데?니 말은 성과라는게 의미가 없다며?  난 의미가 ㅈㄴ 크다고.  의미가 왜 없어. 아이유를 역대 여자솔로 원탑으로 평가할 때도 팬들이 가장 먼저 꺼내오는게 수많은 음원성적, 가요시상식 성적 등 가져오는데?  BTS 평가?  당연히 팬들이 음반판매량, 유튜브 조회수 등 갖고오고 ㅋㅋ  성과는 절대 의미없지 않음."
리들리스콧,클라우드22 너는 계속 인기의 척도가 되는 지표로 나누는데 원글자체도 그냥 두 개인간의 개인적 견해로 인한 논쟁이였어누가 더 인기많냐 같은 지표로 나눌수 있는 명제도 없는 vs였는데 인기순위 정하냐 ㅋㅋㅋ니 말대로 누가 더 인기 많았냐면 지표로 확인하면 되겠지그게 아니니까 논쟁이 되는거지
C3PO,리들리스콧 지표를 기준으로 해도 아이유가 여돌남돌 다 씹어먹잖아. 개인취향으로 가면 오리>아이유인 사람도 있을테니 세상에 할수있는 말이 없어짐
리들리스콧,C3PO 그건 아이유라는 특수경우만 들고오니까김범수vs아이돌그룹박효신vs아이돌그룹 이렇게 들고오면?객관적 지표랑 순위같은걸로 잡으면 인기 아이돌이 김나박이보다 뛰어난 가수됨주관적이면 니말처럼 오리가 아이유보다 좋은 사람도 있고그래서 저런 단순비교는 의미가 없다는거야
제드왕,리들리스콧 인기아이돌이 김나박이보다 뛰어난 가수아니냐난 그런거같은데뛰어나다는 표현보다는 더 대단하다
리들리스콧,제드왕 ㅇㅇ맞아10~20대 여자들 한테는bts가 비틀즈보다 좋은가수 일수있음객관적 지표만으로 비교할수 없다는 말임
제드왕,리들리스콧 근데 그거는 비틀즈가 지표가 더 좋잖아물론 지표로만 볼순없긴해 다 종합적인거지
리들리스콧,제드왕 지표도 인식도 비틀즈가 압도적인데지금의 10대들은 bts가 더 좋은가수일수 있는거지
제드왕,리들리스콧 그러니까 너는 그런평가를 인정한다 이런거임?
리들리스콧,제드왕 평가야 누구나 할수있는건데bts vs 비틀즈가 10~20대 여자들한테는 그 지표가 의미가 없는것처럼의미가 없다는 입장임bts vs 비틀즈 하면 지금 이미지 안좋아서 더 욕먹을텐데 상대 상처주기밖에 안됨
제드왕,리들리스콧 왜 의미가없어 지표를보면 걔네도 아 객관적으로 비틀즈가 더 높이 평가를 받는구나 그렇지만 난 방탄이 더좋아 이런거 생각할거아니야
리들리스콧,제드왕 ㅋㅋㅋㅋ 그러니까 그개 걔들한테 무슨 의미냐고전형적인 찐따 화법아니냐치킨vs피자 하고 치킨이 더 많이팔린다고치킨이 더 맛있는 음식이야 소리하는거랑 뭐가 다르냐 ㅋㅋ부먹vs찍먹 하는걸 가수로 옮겨간거지
제드왕,리들리스콧 아니지 치킨이 더 대중적으로 성공한음식이다 이렇게 말하는거라고봐야지지입맛에 피자가 더 맛있다그러면 누가 뭐라그래
리들리스콧,제드왕 그러니까 그게 뭐?vs하면 취향으로 가는거자나원글이 인기에 대한 얘기도 아닌데 왜 계속 인기기준 말하는지를 모르겠네듣고싶은 말이 뭐임?
제드왕,리들리스콧 취향으로가는게 아닌데 누가 더 우위냐 이런거아님? 그런데 지표가 의미있는거고나는 아이유팬이지만 방탄 아이유 누가 대단하냐하면 방탄을고름
리들리스콧,제드왕 대단하냐 명제 빼면?아이유vsbts는?
제드왕,리들리스콧 bts지 누가 더 좋아? 라는 명제가있으면 아이유
리들리스콧,제드왕 팬인데 bts 고른거면 명제를 안뺀거지 ㅋㅋㅋㅋㅋ
제드왕,리들리스콧 명제가 없어도 그런 뉘앙스잖아  vs 붙이면 가수로 누구?이런
리들리스콧,제드왕 가수로 누구 더 좋아함이 될수도 있지부먹vs찍먹 처럼 ㅋㅋvs는 그냥 대비하는 단어인거지가수로 누구 여도 아이유를 bts보다 더 좋아하면 아이유 고르면 되는거고
제드왕,리들리스콧 근데 저거로봤을때는 그런느낌이 아니긴함그런식으로 받아들이는사람이없어서 저런댓글이기도하고너가말하는건 보통 명제를붙이지 누가더좋아요?이런식으로
리들리스콧,제드왕 ㅋㅋㅋㅋㅋ 그러니까 vs가 의미가 없는거명제도 없고 단순 vs 붙여두면 서로 좋은점 얘기하고 까내리고 하기만 하지원글 부터가 단순 vs싸움이라 논쟁하고 댓글들도 개인적견해로 싸우는데 뭘 근거로 그런식이 아니니 소리하냐 ㅋㅋㅋㅋ니 말대로 인기를 말하는 느낌이면 인기지표 가지고 와서 말하면 논쟁될께 없지
제드왕,리들리스콧 그렇지가않음 인기로말하고 인기지표를 가져와도한쪽이 인정을안하면 끝날수가없어 ㅋㅋㅋ
리들리스콧,제드왕 그게 인기를 얘기하는게 아니니까인기 얘기가 아닌 거에 인기지표 들고와서 싸우니까 그러지 아이돌 팬덤싸움처럼 ㅋㅋ
제드왕,리들리스콧 애당초 인기얘기로정하고해도 싸운다니까 ㅋㅋㅋ여기도 누가 더 대단하냐 이런걸로 싸우는애들있는데지표있어도 안듣잖아팬덤이그러는게아니라 인간이 다그럼
리들리스콧,제드왕 대단하냐가 인기 지표만으로 말할수 있는 영역이 아니자나 ㅋㅋ
